"sn","openTimeStr","openPrice","closeTimeStr","closePrice","lots","profit","commission","swap","symbol","typeStr","volume","ticket","pips","reason","sl","tp"
"1","2022.04.28 08:26:51","1876.6900000000000000","2022.04.28 08:27:13","1876.9900000000000000","0.000000","-9.000000","0.0000000000000000","0","XAUUSD","sell","30","49739212","-30.000000","2","0.0000000000000000","0.0000000000000000"
"2","2022.05.17 12:00:27","129.3570000000000000","1970.01.01 00:00:00","129.4570000000000000","0.000000","-77.250000","0.0000000000000000","0","USDJPY","sell","100","49815426","-10.000000","2","0.0000000000000000","0.0000000000000000"
"3","2022.05.17 12:00:56","9.6463100000000000","1970.01.01 00:00:00","9.6821000000000000","0.000000","-33.270000","0.0000000000000000","0","USDNOK","sell","9","49815431","-357.900000","2","0.0000000000000000","0.0000000000000000"
